lr/train,train/loss_avg,train/loss_std,train/loss,time/total_timesteps
0.00010764318805559213,0.9208613924594191,0.12256498274035715,0.8645326495170593,5000
0.00010764318805559213,0.7537227093696595,0.06986829247157934,0.6574182510375977,10000
0.00010764318805559213,0.7221148717880249,0.06175281072731968,0.6235028505325317,15000
0.00010764318805559213,0.6516343698501587,0.10085658947436237,0.8208520412445068,20000
0.00010764318805559213,0.6762144780158996,0.08176992296214569,0.620094358921051,25000
0.00010764318805559213,0.6401568263053894,0.07721770735940861,0.5514607429504395,30000
0.00010764318805559213,0.6371785297393798,0.10086986808903024,0.6165730953216553,35000
0.00010764318805559213,0.6022158802032471,0.08051165003915321,0.4546733498573303,40000
0.00010764318805559213,0.6475185742378234,0.09818544636569668,0.7115018963813782,45000
0.00010764318805559213,0.6133645091056824,0.07695601152223268,0.6740803718566895,50000
0.00010764318805559213,0.5931791543960572,0.08875214553095909,0.5404013395309448,55000
0.00010764318805559213,0.5621148431777954,0.09530748679763429,0.5059170126914978,60000
0.00010764318805559213,0.5694313430786133,0.1084846645444701,0.7134020328521729,65000
0.00010764318805559213,0.5211473266601563,0.09443169698747712,0.40597474575042725,70000
0.00010764318805559213,0.5353017690658569,0.08308243424234499,0.558254599571228,75000
0.00010764318805559213,0.5654786275863648,0.08094597518023271,0.5225929021835327,80000
0.00010764318805559213,0.5414849698543549,0.07448223729827687,0.3406160771846771,85000
0.00010764318805559213,0.5220306863307953,0.1047796991307183,0.45890089869499207,90000
0.00010764318805559213,0.5433521349906921,0.09216991144829965,0.5617293119430542,95000
0.00010764318805559213,0.4817261365890503,0.09898203784458089,0.5645378828048706,100000
0.00010764318805559213,0.4897998336791992,0.09973096756463035,0.5488400459289551,105000
0.00010764318805559213,0.482891258430481,0.09254251853920424,0.44028180837631226,110000
0.00010764318805559213,0.49491315450668333,0.07078419996994367,0.4553918242454529,115000
0.00010764318805559213,0.4917918562889099,0.1068854220413865,0.39668530225753784,120000
0.00010764318805559213,0.46996091842651366,0.08996324589473309,0.644866943359375,125000
0.00010764318805559213,0.47558485555648805,0.07959778096089565,0.4945319592952728,130000
0.00010764318805559213,0.44587356967926023,0.07942899423623574,0.46496742963790894,135000
0.00010764318805559213,0.4909441237449646,0.10207693973249975,0.6147414445877075,140000
0.00010764318805559213,0.49892041292190553,0.1021509188898614,0.4212051033973694,145000
0.00010764318805559213,0.4279113265037537,0.0716706488747364,0.47278106212615967,150000
0.00010764318805559213,0.4757471503734589,0.10654193918622051,0.41051939129829407,155000
0.00010764318805559213,0.44695288586616516,0.1123061813868474,0.32742732763290405,160000
0.00010764318805559213,0.48359402136802676,0.08482298375150192,0.45234236121177673,165000
0.00010764318805559213,0.45973449759483337,0.099022289150415,0.4390026032924652,170000
0.00010764318805559213,0.4166656541347504,0.0804261752622748,0.29645785689353943,175000
0.00010764318805559213,0.4004401679515839,0.08555137865080213,0.3418247103691101,180000
0.00010764318805559213,0.47138517880439756,0.08799720827300575,0.39951077103614807,185000
0.00010764318805559213,0.4514006553173065,0.0773882078520662,0.37456750869750977,190000
0.00010764318805559213,0.4582360313415527,0.10364655290214825,0.36270666122436523,195000
0.00010764318805559213,0.44399119415283206,0.09857753057696868,0.3553634285926819,200000
